scenario_id,design,K,mu_max,rho,arrival_scv,mean_jump_fraction,tau,qH,beta,jump_cv,cloud_cost_multiplier,deactivation_mean,lambda_H,lambda_L,mean_H,mean_L,cv_H,cv_L,cW,cB,cL,cC,policy_count,diffusion_best_idx,exhaustive_train_idx,holdout_oracle_idx,single_train_idx,selection_idx,final_idx,selection_candidate_count,certified,fallback,certificate_stage_reps,certificate_ambiguous_count,certificate_simulation_count,algorithm_simulation_count,exhaustive_simulation_count,work_reduction,holdout_regret_vs_exhaustive,holdout_regret_vs_oracle,hysteresis_gain_vs_best_single,adaptive_gain_vs_best_single,exhaustive_holdout_objective,adaptive_holdout_objective,single_holdout_objective,selected_alpha_on,selected_alpha_off,exhaustive_alpha_on,exhaustive_alpha_off,pareto_count,distinct_weight_optima,robust_idx,robust_max_additive_regret,equal_weight_idx,elapsed_seconds
T31,frozen_fresh59,62.490399830478694,187.4711994914361,0.5623031944896167,4.0,0.085902146717538,0.5623780840116573,0.6526395625196152,0.6588034417479354,0.6956181822194953,0.7353781232811274,1.8497457363876155,11.144570731214236,8.02507714121519,6.1732684188767015,4.562850570474084,0.6956181822194953,0.6956181822194953,1.0,10.0,2.5,0.25,190,51,0,0,0,0,0,42,0,1,20,1,840,1206,3830,0.6851174934725849,0.0,0.0,0.005949548881050596,0.005949548881050596,0.45476039739110263,0.45476039739110263,0.45748221016267654,3.124519991523935,3.124519991523935,3.124519991523935,3.124519991523935,133,6,44,0.4999167156893277,0,17.004475831985474
T32,frozen_fresh59,39.9113952296489,119.73418568894671,0.576882402892618,1.0,0.08910932116995415,2.859510599694822,0.6255376390999418,0.9713188480577195,1.0831791338956336,3.2798675719804784,0.6473151742568616,10.564307095828603,8.556076449465738,4.089948936238724,3.023005735480796,1.0831791338956336,1.0831791338956336,1.0,10.0,2.5,0.25,190,0,44,83,5,52,52,52,1,0,15,0,556,1002,3830,0.7383812010443864,0.0004337137077567925,0.004198428282034703,0.01176618633134635,0.011337575779889482,0.7442920285643436,0.7446148382197061,0.7531537762316423,19.95569761482445,15.96455809185956,17.960127853342005,17.960127853342005,93,9,93,0.41150424991375,3,15.712060451507568
T33,frozen_fresh59,47.472018440366654,142.41605532109998,0.8300958580067883,1.0,0.06434106126473949,0.30525319525690975,0.5321388910547109,0.8896879531340458,0.5334284721768029,0.5466351864177489,1.1511319813429821,17.90970537047612,21.303909163622937,3.512560053857344,2.596240039807602,0.5334284721768029,0.5334284721768029,1.0,10.0,2.5,0.25,190,0,0,0,0,0,0,32,1,0,15,0,245,531,3830,0.8613577023498694,0.0,0.0,-0.04173757479165796,-0.04173757479165796,0.2962323924166027,0.2962323924166027,0.28436373956833383,2.373600922018333,2.373600922018333,2.373600922018333,2.373600922018333,86,8,34,0.33411762598563083,14,30.237453937530518
T34,frozen_fresh59,67.6874875722859,203.0624627168577,0.5983765199971779,4.0,0.09852543076610391,0.27617897423694915,0.6339417120969189,1.3929698488696447,1.1333118709155123,0.5749077438370769,0.8359196621325009,10.043820537085173,7.84655050549631,7.66927970111499,5.668598039954557,1.1333118709155123,1.1333118709155123,1.0,10.0,2.5,0.25,190,0,1,0,0,0,0,33,1,0,10,0,203,497,3830,0.8702349869451698,0.0,0.0,-0.010007046402346415,0.002980079330421597,1.3113071370179001,1.2944457589479264,1.298314840167489,3.3843743786142952,3.3843743786142952,6.76874875722859,3.3843743786142952,137,5,86,0.49362736665639395,0,15.355042934417725
T35,frozen_fresh59,37.22710906529927,111.68132719589781,0.6550917557561502,1.0,0.08164999617057042,3.3328432561218677,0.3730965521814088,1.0555938533521934,1.2683893043280654,0.44336180689284566,1.1831798817654107,7.808913556745312,17.752067991015384,3.4955323095165562,2.583654315729629,1.2683893043280654,1.2683893043280654,1.0,10.0,2.5,0.25,190,0,0,3,0,4,0,38,0,1,20,7,760,1094,3830,0.7143603133159269,0.0,0.012550708802520797,-0.034612674899578526,-0.034612674899578526,0.9506525760935524,0.9506525760935524,0.9188487625920729,1.8613554532649634,1.8613554532649634,1.8613554532649634,1.8613554532649634,85,7,62,0.4181247163332881,3,19.480016469955444
T36,frozen_fresh59,45.66435086630192,136.99305259890576,0.6455063372263692,4.0,0.09593143976045927,0.3836285607103466,0.4152652219722993,0.7751922257707589,0.6526827434498348,1.6150029270213644,1.4006826972907112,7.289345293358888,13.886755905088323,5.0377439629807865,3.723549885681451,0.6526827434498348,0.6526827434498348,1.0,10.0,2.5,0.25,190,19,0,0,0,0,0,37,1,0,20,0,333,659,3830,0.8279373368146214,0.0,0.0,-0.0017244619016653223,-0.0017244619016653223,0.6629794449713813,0.6629794449713813,0.6618381303305568,2.283217543315096,2.283217543315096,2.283217543315096,2.283217543315096,115,5,42,0.48796584774474266,0,16.427284955978394
T37,frozen_fresh59,57.65363494786308,172.96090484358925,0.5834935783999835,1.0,0.09220913201254441,0.356427795939468,0.2077142758168761,1.2973598239052004,0.9733533465011069,3.90680550407312,1.8961909301808206,3.4288770047482497,17.69482641299275,6.113620381297133,4.518762890523968,0.9733533465011069,0.9733533465011069,1.0,10.0,2.5,0.25,190,26,53,42,8,22,53,58,0,1,20,26,1160,1654,3830,0.5681462140992167,0.0,0.015855375090183945,-0.006627369648316227,-0.006627369648316227,0.8301055047050031,0.8301055047050031,0.8246403085533187,28.826817473931538,25.944135726538384,28.826817473931538,25.944135726538384,91,7,39,0.3533470373395523,2,15.512603759765625
T38,frozen_fresh59,73.84497491957215,221.53492475871644,0.6248119174191487,4.0,0.07383654977059123,1.9613285056012297,0.3930963485401222,0.633274677234044,0.5663827966858834,1.1939167880575614,0.37564923062149286,8.67761411876212,18.125917090344174,6.270326890850608,4.634589441063493,0.5663827966858834,0.5663827966858834,1.0,10.0,2.5,0.25,190,24,1,3,0,1,3,46,0,1,20,5,920,1318,3830,0.6558746736292429,0.0,0.0,-0.010614318196471146,0.0044706685867214,0.8965091047134525,0.8831273152888294,0.8870932150588868,11.076746237935822,3.692248745978608,7.384497491957216,3.692248745978608,112,7,80,0.4270661032148112,3,22.308207750320435
T39,frozen_fresh59,31.29894998292312,93.89684994876936,0.5972624312413871,1.0,0.0779299169684346,0.6278798905656956,0.4003424721323615,1.1021089362596683,1.8053861416892825,0.7449786150209062,0.7433659384425138,8.004165600042892,16.22058836839991,2.804993259373644,2.0732558873631284,1.8053861416892825,1.8053861416892825,1.0,10.0,2.5,0.25,190,0,0,0,0,5,5,36,1,0,20,0,347,665,3830,0.8263707571801566,0.014744337347537391,0.014744337347537391,-0.006438927502047262,-0.021278202568831173,0.51639988571063,0.5240138598317773,0.5130960971395649,4.694842497438468,4.694842497438468,1.564947499146156,1.564947499146156,121,7,61,0.4110465974187136,0,17.350692987442017
T40,frozen_fresh59,78.8730417531103,236.6191252593309,0.7010291781942712,4.0,0.09971369229210326,3.154963321281509,0.4088873364599243,0.8417397524993334,1.0210208950782524,0.8314986255420076,0.7220702512019321,7.499086640095367,14.667425431031731,9.04443054783863,6.685013883185075,1.0210208950782524,1.0210208950782524,1.0,10.0,2.5,0.25,190,0,1,0,0,4,0,38,0,1,20,3,760,1094,3830,0.7143603133159269,0.0,0.0,-0.025268545702495027,-0.0011260688432762215,1.6847350918895816,1.6450638485452447,1.6432134770458917,3.943652087655515,3.943652087655515,7.887304175311029,3.943652087655515,132,5,60,0.4652160290787888,0,18.70052719116211
